Year,Month,Company,Type,SubCategory,Account,Amount (INR)
2020,11,Construct Corp B,Assets,PPE,Land,5799383.85
2020,11,Construct Corp B,Assets,PPE,Buildings,3126016.34
2020,11,Construct Corp B,Assets,PPE,Construction Equipment,1841873.47
2020,11,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-856946.44
2020,11,Construct Corp B,Assets,PPE,Vehicles,495016.35
2020,11,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4082437.58
2020,11,Construct Corp B,Assets,Other Long Term Assets,Investments,4812281.48
2020,11,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,2450811.2
2020,11,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-6816169.31
2020,11,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,4756213.26
2020,11,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,4028136.07
2020,11,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,1162068.52
2020,11,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,3127547.59
2020,11,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,7162542.36
2020,11,Construct Corp B,Equity,Shareholder's Equity,Common Stock,3138321.0
2020,11,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,6636796.27
2020,11,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,769884.16
2020,11,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,4037116.95
2020,12,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,6073790.0
2020,12,Construct Corp B,Assets,Current Assets,Accounts Receivable,833352.01
2020,12,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-3874318.07
2020,12,Construct Corp B,Assets,Current Assets,Inventory,871127.35
2020,12,Construct Corp B,Assets,Current Assets,Prepaid Expenses,369786.0
2020,12,Construct Corp B,Assets,PPE,Land,4810170.07
2020,12,Construct Corp B,Assets,PPE,Buildings,4727591.61
2020,12,Construct Corp B,Assets,PPE,Construction Equipment,2115380.61
2020,12,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-3807798.53
2020,12,Construct Corp B,Assets,PPE,Vehicles,1132942.86
2020,12,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-5721313.68
2020,12,Construct Corp B,Assets,Other Long Term Assets,Investments,6979354.3
2020,12,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,3461966.8
2020,12,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-6677005.98
2020,12,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,1327273.17
2020,12,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,2481296.34
2020,12,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,1858908.37
2020,12,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,1277252.47
2020,12,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,6053282.95
2020,12,Construct Corp B,Equity,Shareholder's Equity,Common Stock,3943273.2
2020,12,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,4487892.56
2020,12,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,6699833.65
2020,12,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,1560557.54
2021,1,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,1914063.29
2021,1,Construct Corp B,Assets,Current Assets,Accounts Receivable,5968792.28
2021,1,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-5779115.37
2021,1,Construct Corp B,Assets,Current Assets,Inventory,3462753.76
2021,1,Construct Corp B,Assets,Current Assets,Prepaid Expenses,5426188.62
2021,1,Construct Corp B,Assets,PPE,Land,6759063.27
2021,1,Construct Corp B,Assets,PPE,Buildings,4121326.68
2021,1,Construct Corp B,Assets,PPE,Construction Equipment,1790099.3
2021,1,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-706306.73
2021,1,Construct Corp B,Assets,PPE,Vehicles,7125869.66
2021,1,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-5914319.19
2021,1,Construct Corp B,Assets,Other Long Term Assets,Investments,952504.29
2021,1,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,4074870.05
2021,1,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-4632967.93
2021,1,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,5567396.1
2021,1,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,3304366.51
2021,1,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,2630820.66
2021,1,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,5131861.93
2021,1,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,4996452.48
2021,1,Construct Corp B,Equity,Shareholder's Equity,Common Stock,5672183.45
2021,1,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,3758637.12
2021,1,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,1024239.68
2021,1,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,7031537.3
2021,2,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,6891717.94
2021,2,Construct Corp B,Assets,Current Assets,Accounts Receivable,2199816.91
2021,2,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-785956.1
2021,2,Construct Corp B,Assets,Current Assets,Inventory,1036852.12
2021,2,Construct Corp B,Assets,Current Assets,Prepaid Expenses,5209824.76
2021,2,Construct Corp B,Assets,PPE,Land,1991903.64
2021,2,Construct Corp B,Assets,PPE,Buildings,786102.34
2021,2,Construct Corp B,Assets,PPE,Construction Equipment,6716002.25
2021,2,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-1074959.24
2021,2,Construct Corp B,Assets,PPE,Vehicles,5153111.57
2021,2,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-7188607.78
2021,2,Construct Corp B,Assets,Other Long Term Assets,Investments,569049.1
2021,2,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,6142295.42
2021,2,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-3880820.96
2021,2,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,2654429.12
2021,2,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,778480.33
2021,2,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,3402071.9
2021,2,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,4260051.02
2021,2,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,2321453.18
2021,2,Construct Corp B,Equity,Shareholder's Equity,Common Stock,2647447.64
2021,2,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,4823332.43
2021,2,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,6761421.36
2021,2,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,6071701.16
2021,3,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,811482.78
2021,3,Construct Corp B,Assets,Current Assets,Accounts Receivable,4024744.1
2021,3,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-3435927.64
2021,3,Construct Corp B,Assets,Current Assets,Inventory,4443972.5
2021,3,Construct Corp B,Assets,Current Assets,Prepaid Expenses,4713155.91
2021,3,Construct Corp B,Assets,PPE,Land,527248.5
2021,3,Construct Corp B,Assets,PPE,Buildings,5371765.76
2021,3,Construct Corp B,Assets,PPE,Construction Equipment,919334.53
2021,3,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-1995574.95
2021,3,Construct Corp B,Assets,PPE,Vehicles,710486.02
2021,3,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-5171204.68
2021,3,Construct Corp B,Assets,Other Long Term Assets,Investments,729380.82
2021,3,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,3027246.07
2021,3,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-2028966.85
2021,3,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,6335329.93
2021,3,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,2551396.76
2021,3,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,5607879.2
2021,3,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,1687862.08
2021,3,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,5499540.12
2021,3,Construct Corp B,Equity,Shareholder's Equity,Common Stock,6403990.66
2021,3,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,2611931.02
2021,3,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,2182963.57
2021,3,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,3719478.19
2021,4,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,5649414.94
2021,4,Construct Corp B,Assets,Current Assets,Accounts Receivable,2021714.45
2021,4,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-645594.85
2021,4,Construct Corp B,Assets,Current Assets,Inventory,4184020.46
2021,4,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6671584.17
2021,4,Construct Corp B,Assets,PPE,Land,5472008.84
2021,4,Construct Corp B,Assets,PPE,Buildings,2503442.12
2021,4,Construct Corp B,Assets,PPE,Construction Equipment,6345718.12
2021,4,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-7201522.63
2021,4,Construct Corp B,Assets,PPE,Vehicles,3595731.93
2021,4,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4735212.65
2021,4,Construct Corp B,Assets,Other Long Term Assets,Investments,3518604.81
2021,4,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,643459.64
2021,4,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-3984944.63
2021,4,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,4316554.29
2021,4,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,7309769.89
2021,4,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,6630737.78
2021,4,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,6066518.11
2021,4,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,5008742.11
2021,4,Construct Corp B,Equity,Shareholder's Equity,Common Stock,6747215.75
2021,4,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,6628935.08
2021,4,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,7054215.28
2021,4,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,4124212.13
2021,5,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,1604110.0
2021,5,Construct Corp B,Assets,Current Assets,Accounts Receivable,2756651.82
2021,5,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-3119394.91
2021,5,Construct Corp B,Assets,Current Assets,Inventory,323808.73
2021,5,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6574059.23
2021,5,Construct Corp B,Assets,PPE,Land,4289894.74
2021,5,Construct Corp B,Assets,PPE,Buildings,7483972.95
2021,5,Construct Corp B,Assets,PPE,Construction Equipment,4321678.42
2021,5,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-3318373.71
2021,5,Construct Corp B,Assets,PPE,Vehicles,4670677.14
2021,5,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4881661.57
2021,5,Construct Corp B,Assets,Other Long Term Assets,Investments,1148782.81
2021,5,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,7013593.18
2021,5,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-5042931.4
2021,5,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,1032553.28
2021,5,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,1909314.9
2021,5,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,2855820.57
2021,5,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,802892.76
2021,5,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,6396104.96
2021,5,Construct Corp B,Equity,Shareholder's Equity,Common Stock,7150934.56
2021,5,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,3165711.8
2021,5,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,4065442.94
2021,5,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,6328689.78
2021,6,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,5668527.83
2021,6,Construct Corp B,Assets,Current Assets,Accounts Receivable,7519829.7
2021,6,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-7488001.68
2021,6,Construct Corp B,Assets,Current Assets,Inventory,4962372.17
2021,6,Construct Corp B,Assets,Current Assets,Prepaid Expenses,307816.78
2021,6,Construct Corp B,Assets,PPE,Land,1119654.0
2021,6,Construct Corp B,Assets,PPE,Buildings,6112905.87
2021,6,Construct Corp B,Assets,PPE,Construction Equipment,6744783.99
2021,6,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-4232771.39
2021,6,Construct Corp B,Assets,PPE,Vehicles,1302531.01
2021,6,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-5475840.86
2021,6,Construct Corp B,Assets,Other Long Term Assets,Investments,1055994.92
2021,6,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,1586542.51
2021,6,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-3817001.04
2021,6,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,3354047.15
2021,6,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,580416.51
2021,6,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,3991437.38
2021,6,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,7400248.55
2021,6,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,4790710.87
2021,6,Construct Corp B,Equity,Shareholder's Equity,Common Stock,2764275.09
2021,6,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,4073590.25
2021,6,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,584452.95
2021,6,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,668962.94
2021,7,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4104816.29
2021,7,Construct Corp B,Assets,Current Assets,Accounts Receivable,4362015.94
2021,7,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-2479877.9
2021,7,Construct Corp B,Assets,Current Assets,Inventory,5003201.01
2021,7,Construct Corp B,Assets,Current Assets,Prepaid Expenses,4028744.22
2021,7,Construct Corp B,Assets,PPE,Land,7430800.45
2021,7,Construct Corp B,Assets,PPE,Buildings,5424811.33
2021,7,Construct Corp B,Assets,PPE,Construction Equipment,3253211.89
2021,7,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-4119255.08
2021,7,Construct Corp B,Assets,PPE,Vehicles,7008627.12
2021,7,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-6753661.09
2021,7,Construct Corp B,Assets,Other Long Term Assets,Investments,4843662.58
2021,7,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,1107420.31
2021,7,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-3245027.56
2021,7,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,7581211.09
2021,7,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,3796241.76
2021,7,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,525703.95
2021,7,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,3335392.68
2021,7,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,2905910.98
2021,7,Construct Corp B,Equity,Shareholder's Equity,Common Stock,4866776.6
2021,7,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,4383393.38
2021,7,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,4914590.88
2021,7,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,5477356.72
2021,8,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,6810198.64
2021,8,Construct Corp B,Assets,Current Assets,Accounts Receivable,388133.05
2021,8,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-6138435.38
2021,8,Construct Corp B,Assets,Current Assets,Inventory,342067.56
2021,8,Construct Corp B,Assets,Current Assets,Prepaid Expenses,3499036.52
2021,8,Construct Corp B,Assets,PPE,Land,5065967.46
2021,8,Construct Corp B,Assets,PPE,Buildings,1942823.73
2021,8,Construct Corp B,Assets,PPE,Construction Equipment,3422959.56
2021,8,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-4628853.25
2021,8,Construct Corp B,Assets,PPE,Vehicles,5894858.14
2021,8,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-5230068.97
2021,8,Construct Corp B,Assets,Other Long Term Assets,Investments,6021890.48
2021,8,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,5015749.11
2021,8,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-5276275.35
2021,8,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,4619070.34
2021,8,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,5456972.82
2021,8,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,5182236.74
2021,8,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,6862420.64
2021,8,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,3912450.61
2021,8,Construct Corp B,Equity,Shareholder's Equity,Common Stock,5834627.72
2021,8,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,7321613.75
2021,8,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,505568.29
2021,8,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,519782.78
2021,9,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4970143.3
2021,9,Construct Corp B,Assets,Current Assets,Accounts Receivable,4962496.73
2021,9,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-1169149.94
2021,9,Construct Corp B,Assets,Current Assets,Inventory,4673400.78
2021,9,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6727160.15
2021,9,Construct Corp B,Assets,PPE,Land,6652244.71
2021,9,Construct Corp B,Assets,PPE,Buildings,3447546.22
2021,9,Construct Corp B,Assets,PPE,Construction Equipment,1722625.26
2021,9,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-550440.45
2021,9,Construct Corp B,Assets,PPE,Vehicles,4355085.98
2021,9,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4811864.16
2021,9,Construct Corp B,Assets,Other Long Term Assets,Investments,5525239.2
2021,9,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,3446308.51
2021,9,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-4023081.42
2021,9,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,4466624.62
2021,9,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,3668912.28
2021,9,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,639578.54
2021,9,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,6784078.88
2021,9,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,1811267.95
2021,9,Construct Corp B,Equity,Shareholder's Equity,Common Stock,6324975.31
2021,9,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,5281496.02
2021,9,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,1795493.49
2021,9,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,3346631.2
2021,10,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4363964.25
2021,10,Construct Corp B,Assets,Current Assets,Accounts Receivable,5290942.27
2021,10,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-4184927.81
2021,10,Construct Corp B,Assets,Current Assets,Inventory,4703239.76
2021,10,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6116539.95
2021,10,Construct Corp B,Assets,PPE,Land,3834828.71
2021,10,Construct Corp B,Assets,PPE,Buildings,2211521.1
2021,10,Construct Corp B,Assets,PPE,Construction Equipment,4669226.57
2021,10,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-3430603.74
2021,10,Construct Corp B,Assets,PPE,Vehicles,1383127.23
2021,10,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-2005197.77
2021,10,Construct Corp B,Assets,Other Long Term Assets,Investments,2667870.6
2021,10,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,4309817.89
2021,10,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-2388281.8
2021,10,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,521854.1
2021,10,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,3546452.33
2021,10,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,3968588.36
2021,10,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,533441.01
2021,10,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,2494407.61
2021,10,Construct Corp B,Equity,Shareholder's Equity,Common Stock,694385.04
2021,10,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,1439640.82
2021,10,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,6744737.51
2021,10,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,1510925.47
2021,11,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4407680.48
2021,11,Construct Corp B,Assets,Current Assets,Accounts Receivable,764967.58
2021,11,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-3563715.85
2021,11,Construct Corp B,Assets,Current Assets,Inventory,5154816.07
2021,11,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6936004.8
2021,11,Construct Corp B,Assets,PPE,Land,3026547.33
2021,11,Construct Corp B,Assets,PPE,Buildings,3550378.07
2021,11,Construct Corp B,Assets,PPE,Construction Equipment,2412407.65
2021,11,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-1701015.61
2021,11,Construct Corp B,Assets,PPE,Vehicles,675416.15
2021,11,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4285525.4
2021,11,Construct Corp B,Assets,Other Long Term Assets,Investments,3476546.8
2021,11,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,5542039.94
2021,11,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-6684284.94
2021,11,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,6820420.74
2021,11,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,7903865.54
2021,11,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,1922339.13
2021,11,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,7341576.28
2021,11,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,7403587.99
2021,11,Construct Corp B,Equity,Shareholder's Equity,Common Stock,4615667.82
2021,11,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,2424629.84
2021,11,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,7601280.35
2021,11,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,6402534.77
2021,12,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4022653.92
2021,12,Construct Corp B,Assets,Current Assets,Accounts Receivable,4318179.55
2021,12,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-4426037.41
2021,12,Construct Corp B,Assets,Current Assets,Inventory,326756.22
2021,12,Construct Corp B,Assets,Current Assets,Prepaid Expenses,352690.98
2021,12,Construct Corp B,Assets,PPE,Land,2736499.22
2021,12,Construct Corp B,Assets,PPE,Buildings,5098480.25
2021,12,Construct Corp B,Assets,PPE,Construction Equipment,1799920.32
2021,12,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-4874229.87
2021,12,Construct Corp B,Assets,PPE,Vehicles,3600542.36
2021,12,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-1823502.63
2021,12,Construct Corp B,Assets,Other Long Term Assets,Investments,3638433.68
2021,12,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,6506638.03
2021,12,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-4558278.87
2021,12,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,2915226.07
2021,12,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,2327521.24
2021,12,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,3952165.51
2021,12,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,2990446.69
2021,12,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,4209282.76
2021,12,Construct Corp B,Equity,Shareholder's Equity,Common Stock,1120033.14
2021,12,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,3368733.62
2021,12,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,2335066.74
2021,12,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,5288105.45
2022,1,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,4762919.06
2022,1,Construct Corp B,Assets,Current Assets,Accounts Receivable,6024715.27
2022,1,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-6161153.7
2022,1,Construct Corp B,Assets,Current Assets,Inventory,988333.48
2022,1,Construct Corp B,Assets,Current Assets,Prepaid Expenses,6532034.6
2022,1,Construct Corp B,Assets,PPE,Land,4800358.82
2022,1,Construct Corp B,Assets,PPE,Buildings,5380491.23
2022,1,Construct Corp B,Assets,PPE,Construction Equipment,6150067.55
2022,1,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-2211836.1
2022,1,Construct Corp B,Assets,PPE,Vehicles,6882347.92
2022,1,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-4325751.41
2022,1,Construct Corp B,Assets,Other Long Term Assets,Investments,1827113.79
2022,1,Construct Corp B,Assets,Other Long Term Assets,Intangible Assets,6079579.79
2022,1,Construct Corp B,Assets,Other Long Term Assets,Accumulated Amortization,-7229139.97
2022,1,Construct Corp B,Liabilities,Current Liabilities,Accounts Payable,7183890.1
2022,1,Construct Corp B,Liabilities,Current Liabilities,Accrued Expenses,2266647.63
2022,1,Construct Corp B,Liabilities,Current Liabilities,Short-Term Loans,987413.04
2022,1,Construct Corp B,Liabilities,Long-Term Liabilities,Long-Term Debt,3953928.88
2022,1,Construct Corp B,Liabilities,Long-Term Liabilities,Lease Obligations,4921669.05
2022,1,Construct Corp B,Equity,Shareholder's Equity,Common Stock,6200544.85
2022,1,Construct Corp B,Equity,Shareholder's Equity,Preferred Stock,1494269.12
2022,1,Construct Corp B,Equity,Shareholder's Equity,Additional Paid-in Capital,2696851.43
2022,1,Construct Corp B,Equity,Shareholder's Equity,Retained Earnings,4685659.71
2022,2,Construct Corp B,Assets,Current Assets,Cash and Cash Equivalents,5722317.54
2022,2,Construct Corp B,Assets,Current Assets,Accounts Receivable,2363518.08
2022,2,Construct Corp B,Assets,Current Assets,Allowance for Doubtful Accounts,-3798879.77
2022,2,Construct Corp B,Assets,Current Assets,Inventory,4866426.19
2022,2,Construct Corp B,Assets,Current Assets,Prepaid Expenses,2104142.43
2022,2,Construct Corp B,Assets,PPE,Land,3086336.69
2022,2,Construct Corp B,Assets,PPE,Buildings,4221822.98
2022,2,Construct Corp B,Assets,PPE,Construction Equipment,5899881.9
2022,2,Construct Corp B,Assets,PPE,Accumulated Depreciation - PPE,-6011524.49
2022,2,Construct Corp B,Assets,PPE,Vehicles,6120454.86
2022,2,Construct Corp B,Assets,PPE,Accumulated Depreciation - Vehicles,-3702125.3
